lat,lon,camp,state,name,type,phone,sites,hookups,toilets,water,url,camp_id,url_confirmed,reservations,town,dump,showers,pets,fee
45.1541,-121.5189,Keeps Mill,OR,KEEP,NF,541.467.2291,5,NH,VT,NW,www.allstays.com/Campgrounds/or-dufur-campgrounds.htm,22,1,NR,Dufur,ND,NS,,L$
43.88556,-122.25472,Kiahanie,OR,KIAH,NF,541.782.2283,19,NH,VT,DW,forestcamping.com/dow/pacficnw/wil.htm,23,0,NR,Oakridge,ND,NS,,
45.53882,-123.78495,Kilchis Park,OR,KILC,CP,503.842.6694,62,NH,,DW,www.oregoncoasttravel.net/125/oregon_coast/Kilchis-River-Park.htm,24,0,,Tillamook,DP,NS,,
44.9776,-122.0902,Kingfisher,OR,KING,NF,503.630.5721,23,NH,VT,DW,forestcamping.com/dow/pacficnw/mth.htm,25,0,RS,Estacada,ND,NS,,
45.4586,-121.6614,Kinnickinnick,OR,KINN,NF,541.352.6002,15,NH,VT,NW,forestcamping.com/dow/pacficnw/mth.htm,26,0,NR,Parkdale,ND,NS,,
45.4357,-121.479,Knebal Springs,OR,KNEB,NF,541.467.2291,8,NH,VT,NW,www.roadcamping.com/rv/Oregon/Dufur/property_2494/rv_parks_campgrounds.html,27,1,NR,Dufur,ND,NS,,L$
43.87955,-124.14219,Lagoon,OR,LAGO,NF,541.563.3211,41,NH,FT,DW,forestcamping.com/dow/pacficnw/sius.htm,28,0,RS,Florence,ND,NS,PA,
44.33217,-122.04617,Lakes End,OR,LAKE,NF,541.822.3381,14,NH,VT,NW,forestcamping.com/dow/pacficnw/wil.htm,29,0,NR,Blue River,ND,NS,,
45.00956,-116.91297,Lake Fork,OR,LAKF,NF,541.426.4978,10,NH,VT,NW,www.forestcamping.com/dow/pacficnw/wwinfo.htm,30,1,NR,Joseph,ND,NS,,
45.0737,-121.9578,Lake Harriet,OR,LAKH,NF,503.630.6861,16,NH,VT,DW,forestcamping.com/dow/pacficnw/mth.htm,31,0,RS,Estacada,ND,NS,,
43.61987,-117.23731,Lake Owyhee State Park,OR,LAKO,SP,541.339.2331,,WES,,,www.oregonstateparks.org/park_14.php,32,0,RS,Nyssa,DP,SH,,
42.26772,-123.58126,Lake Selmac County Park,OR,LAKS,CP,541.474.5285,,,,,www.co.josephine.or.us/Page.asp?NavID=492,33,1,,Selma,,,,
43.21663,-122.7213,Lake In The Woods,OR,LAKW,NF,541.496.3532,17,NH,VT,DW,forestcamping.com/dow/pacficnw/ump.htm,34,0,NR,Glide,ND,NS,,
45.19019,-118.76508,Lane Creek,OR,LANE,NF,541.427.3231,8,NH,VT,NW,www.ohwy.com/or/w/whitcrcg.htm,35,1,NR,Ukiah,ND,NS,,
43.7644,-121.5265,Lapine State Park,OR,LAPI,SP,541.536.2071,129,WES,,DW,www.oregonstateparks.org/park_41.php,36,0,RS,Bend,DP,SH,PA,
44.26004,-121.78501,Lava Camp Lake,OR,LAVC,NF,541.549.7700,12,NH,VT,NW,forestcamping.com/dow/pacficnw/desc.htm,37,0,NR,Sisters,ND,NS,,
43.61665,-121.82156,Lava Flow,OR,LAVF,BLM,541.433.3200,,,,,www.blm.gov/or/onlineservices/brochures.php,38,0,NR,Crescent,ND,NS,,
43.91338,-121.76587,Lava Lake,OR,LAVL,NF,541.383.4000,44,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,39,0,NR,Bend,ND,NS,,
43.25928,-124.02905,LaVerne County Park,OR,LAVN,CP,541.396.2344,,NH,,DW,www.scod.com/cities/parks/index.html,40,1,,Coquille,DP,SH,,L$
45.1913,-122.2064,Lazy Bend,OR,LAZY,NF,503.630.4156,21,NH,VT,DW,forestcamping.com/dow/pacficnw/mth.htm,41,0,RS,Estacada,ND,NS,,
43.7135,-121.24251,Little Crater,OR,LCRA,NF,541.383.4000,50,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,42,0,NR,La Pine,ND,NS,,
42.59012,-120.83863,Lee Thomas,OR,LEET,NF,541.943.3114,11,NH,VT,DW,forestcamping.com/dow/pacficnw/fre.htm,43,0,NR,,ND,NS,,
45.72681,-120.65064,LePage Park,OR,LEPA,COE,541.506.7819,,E,,DW,corpslakes.usace.army.mil/visitors/projects.cfm?Id=G208480,44,0,RS,Rufus,DP,SH,,
45.15825,-117.03322,Lick Creek,OR,LICK,NF,541.426.4978,10,NH,VT,NW,www.roadcamping.com/rv/Oregon/Enterprise/property_2507/rv_parks_campgrounds.html,45,1,NR,Joseph,ND,NS,,
43.91012,-121.76184,Little Lava Lake,OR,LILL,NF,541.338.7869,16,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,46,0,RS,Bend,ND,NS,,
44.17418,-122.05241,Limberlost,OR,LIMB,NF,541.822.3381,10,NH,VT,NW,www.roadcamping.com/rv/Oregon/Interstate_5/rv_parks_campgrounds.html,47,1,NR,Blue River,ND,NS,,
44.41624,-121.75478,Link Creek,OR,LINK,NF,541.338.7869,36,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,48,0,RS,Sisters,ND,NS,PA,
45.2817,-121.3462,Little Badger,OR,LITB,NF,541.467.2291,6,NH,VT,NW,www.roadcamping.com/rv/Oregon/Dufur/property_2510/rv_parks_campgrounds.html,49,1,NR,Dufur,ND,NS,,L$
44.19336,-118.41341,Little Crane,OR,LITC,NF,541.820.3800,5,NH,VT,NW,,50,0,NR,Prairie City,ND,NS,,
45.1489,-121.7429,Little Crater,OR,LITE,NF,503.622.3191,22,NH,VT,DW,forestcamping.com/dow/pacficnw/mth.htm,51,0,RS,Government Cam,ND,NS,,
43.96306,-121.79692,Little Fawn,OR,LITF,NF,541.383.4000,20,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,52,0,NR,Bend,ND,NS,,
42.153,-124.145,Little Redwood,OR,LITR,NF,541.247.3600,12,NH,VT,DW,forestcamping.com/dow/pacficnw/sis.htm,53,0,NR,Brookings,ND,NS,,
43.79964,-121.87183,Little Cultus,OR,LITT,NF,541.383.4000,10,NH,VT,DW,www.visitusa.com/oregon/lakes/littlecultuslake.htm,54,1,NR,Crescent,ND,NS,,
42.502,-124.2961,Lobster Creek  and Lobster Bar,OR,LOBS,NF,541.247.3600,69,NH,VT,DW,freecampsites.net/lobster-creek-forest-service-campground/,55,1,NR,Gold Beach,ND,NS,,L$
45.16513,-122.15278,Lockaby,OR,LOCB,NF,503.630.6861,30,NH,VT,DW,forestcamping.com/dow/pacficnw/mth.htm,56,0,RS,Estacada,ND,NS,,
42.26286,-120.81492,Lofton Reservoir,OR,LOFT,NF,541.353.2427,30,NH,VT,NW,forestcamping.com/dow/pacficnw/fre.htm,57,0,NR,Bly,ND,NS,,
44.20492,-122.2586,Lookout Boating Site,OR,LOOK,NF,541.822.3381,34,NH,VT,NW,forestcamping.com/dow/pacficnw/wil.htm,58,0,NR,Blue River,ND,NS,,L$
43.59774,-123.84785,Loon Lake - Loon Lake,OR,LOON,BLM,541.599.2254,,NH,,,www.blm.gov/or/resources/recreation/site_info.php?siteid=34,59,0,RS,Reedsport,DP,,PA,
45.3824,-121.8355,Lost Creek,OR,LOSC,NF,503.622.3191,22,NH,VT,NW,forestcamping.com/dow/pacficnw/mth.htm,60,0,NR,Zigzag,ND,NS,,
45.49386,-121.81499,Lost Lake,OR,LOSL,NF,541.352.6002,300,NH,VT,DW,forestcamping.com/dow/pacficnw/mth.htm,61,0,NR,Parkdale,DP,NS,,
44.40385,-122.07401,Lost Prairie,OR,LOSP,NF,541.367.5168,14,NH,VT,DW,forestcamping.com/dow/pacficnw/wil.htm,62,0,NR,Sweet Home,ND,NS,,
44.42989,-121.91278,Lost Lake,OR,LOST,NF,541.822.3381,14,NH,VT,NW,freecampsites.net/lost-lake/,63,1,NR,McKenzie Bridg,ND,NS,,L$
44.5573,-121.6204,Lower Bridge,OR,LOWB,NF,541.549.7700,15,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,64,0,NR,Sisters,ND,NS,,
44.67282,-118.79901,Lower Camp Creek Forest Camp,OR,LOWC,NF,541.575.3000,6,NH,VT,NW,,65,0,NR,Bates,ND,NS,,
43.06948,-121.25704,Lower Buck Creek,OR,LOWE,NF,541.576.2107,5,NH,VT,NW,www.oregonsoutback.com/todo/camping/index.html,66,1,NR,Silver Lake,ND,NS,,
44.8231,-121.7956,Lower Lake - Ollalie Lake,OR,LOWL,NF,503.630.6861,8,NH,VT,NW,,67,0,NR,Estacada,ND,NS,,L$
42.64541,-122.33379,Lower South Fork,OR,LOWS,NF,541.865.2700,7,NH,VT,NW,,68,0,NR,,ND,NS,,
44.50122,-121.64576,Lower Canyon Creek,OR,LOWY,NF,541.549.7700,7,NH,VT,NW,www.roguerivertrips.info/activities/Southern_Oregon_Camping.asp,69,1,NR,,ND,NS,,
42.036,-124.108,Ludlum,OR,LUDL,NF,541.247.3600,15,NH,VT,DW,forestcamping.com/dow/pacficnw/sis.htm,70,0,NR,Chetco,ND,NS,,L$
43.65126,-122.6777,Lund Park Forest Camp,OR,LUND,NF,541.767.5000,9,NH,VT,NW,,71,0,NR,Cottage Grove,ND,NS,,
45.38672,-120.87085,Macks Canyon,OR,MACK,BLM,541.416.6700,,NH,,,www.blm.gov/or/resources/recreation/site_info.php?siteid=330,72,0,NR,Grass Valley,,,,
44.55033,-118.91297,Magone Lake Rec Area,OR,MAGO,NF,541.820.3800,66,NH,VT,DW,forestcamping.com/dow/pacficnw/mal.htm,73,0,RS,Mount Vernon,ND,NS,,
43.96339,-121.78293,Mallard Marsh (Hosmer Lake),OR,MALL,NF,541.383.4000,15,NH,VT,NW,forestcamping.com/dow/pacficnw/desc.htm,74,0,NR,Bend,ND,NS,,
44.6093,-121.94491,Marion Forks,OR,MARI,NF,503.854.3366,15,NH,VT,NW,forestcamping.com/dow/pacficnw/wil.htm,75,0,NR,Detroit,ND,NS,,
42.6231,-120.60412,Marster Spring,OR,MARS,NF,541.943.3114,10,NH,VT,DW,blog.oregonlive.com/terryrichard/2008/07/camping_oregon_top_10_tent_sit.html,76,1,NR,Paisley,ND,NS,,
44.50945,-123.56018,Marys Peak,OR,MARY,NF,541.563.3211,6,NH,VT,NW,www.fs.fed.us/r6/siuslaw/recreation/tripplanning/maryspeak/index.shtml,77,1,NR,Corvallis,ND,NS,,
42.86646,-122.16504,Mazama  - Crater Lake National Park,OR,MAZA,NP,541.594.3000,214,NH,FT,DW,www.nps.gov/crla/planyourvisit/campgrounds.htm,78,1,RS,Rim Village,DP,NS,,
44.93547,-117.22136,Mcbride,OR,MCBR,NF,541.742.7511,10,NH,VT,NW,www.roadcamping.com/rv/Oregon/Halfway/property_2537/rv_parks_campgrounds.html,79,1,NR,Halfway,ND,NS,,
45.11553,-121.48308,Mccubbins Gulch,OR,MCCB,NF,541.467.2291,5,NH,VT,NW,,80,0,NR,Government Camp,ND,NS,,
44.76653,-118.24622,Mccully Forks,OR,MCCU,NF,541.523.4476,7,NH,VT,NW,www.treasurefish.com/oregon%20metal%20detecting.htm,81,1,NR,Baker City,ND,NS,,
43.71688,-121.37729,Mckay Crossing,OR,MCKA,NF,541.383.4000,10,NH,VT,NW,www.roadcamping.com/rv/Oregon/Bend/property_2539/rv_parks_campgrounds.html,82,1,NR,La Pine,ND,NS,,
44.17556,-122.17405,Mckenzie Bridge,OR,MCKE,NF,801.226.3564,25,NH,VT,DW,forestcamping.com/dow/pacficnw/wil.htm,83,0,RS,McKenzie Bridge,ND,NS,PA,
45.3841,-121.8668,McNeil,OR,MCNE,NF,503.622.3191,34,NH,VT,NW,forestcamping.com/dow/pacficnw/mth.htm,84,0,NR,Welches,ND,NS,,
45.69583,-121.33167,Memaloose State Park,OR,MEMA,SP,541.478.3008,,WES,,DW,www.oregonstateparks.org/park_163.php,85,0,RS,The Dalles,DP,SH,,
44.63101,-118.61091,Middle Fork,OR,MIDD,NF,541.575.3000,10,NH,VT,NW,,86,0,NR,Austin,ND,NS,,
42.129,-124.177,Miller Bar,OR,MILB,NF,541.247.3600,50,NH,VT,NW,forestcamping.com/dow/pacficnw/sis.htm,87,0,NR,Brookings,ND,NS,,
42.79586,-122.4665,Mill Creek,OR,MILC,NF,541.865.2700,10,NH,VT,NW,,88,0,NR,Prospect,ND,NS,,
44.67353,-118.06692,Millers Lane,OR,MILL,NF,541.523.4476,8,NH,VT,NW,,89,0,NR,Baker City,ND,NS,,L$
45.29883,-122.37354,McIver State Park,OR,MCIV,SP,503.630.7150,,E,,DW,www.oregonstateparks.org/park_142.php,90,0,RS,Estacada,DP,SH,,
43.380448,-122.9481,Millpond,OR,MILP,BLM,541.440.4930,,NH,,,www.blm.gov/or/resources/recreation/site_info.php?siteid=192,91,0,NR,Sutherlin,ND,NS,,L$
45.7832,-117.71777,Minam State Rec Area - Elgin,OR,MINA,,,12,NH,,,www.traveloregon.com/Explore-Oregon/Eastern-Oregon/Outdoor-Recreation/Water-Sports/Boating/Minam-State-Recreation-Area.aspx,92,0,,Elgin,ND,NS,,
43.58272,-122.7123,Mineral Forest Camp,OR,MINE,NF,541.767.5000,6,NH,VT,NW,www.forestcamping.com/dow/pacficnw/roginfo.htm,93,1,NR,Cottage Grove,ND,NS,,
44.20307,-122.26384,Mona,OR,MONA,NF,541.822.3381,23,NH,VT,DW,forestcamping.com/dow/pacficnw/wil.htm,94,0,NR,Blue River,ND,NS,,
44.62352,-121.47908,Monty,OR,MONT,NF,541.549.7700,33,NH,VT,NW,forestcamping.com/dow/pacficnw/desc.htm,95,0,NR,Culver,ND,NS,,
45.86839,-117.9603,Mottet,OR,MOTT,NF,509.522.6290,6,NH,VT,DW,www.fs.fed.us/r6/uma/fire/fireupdate.shtml,96,1,NR,Milton-Freewater,ND,NS,,
42.076,-122.71343,Mt Ashland,OR,MTAS,NF,530.468.5351,9,NH,VT,NW,www.fs.fed.us/wildflowers/regions/pacificsouthwest/MtAshlandSiskiyouPeak/index.shtml,97,1,NR,Ashland,ND,NS,,
42.28201,-120.20412,Mud Creek,OR,MUDC,NF,541.947.3334,15,NH,VT,NW,forestcamping.com/dow/pacficnw/fre.htm,98,0,NR,Lakeview,ND,NS,,
44.96442,-118.23022,Mud Lake,OR,MUDL,NF,541.894.2393,7,NH,VT,NW,,99,0,RS,Baker City,ND,NS,,
44.21265,-118.639,Murray,OR,MURR,NF,541.820.3800,5,NH,VT,NW,,100,0,NR,Seneca,ND,NS,,
42.786,-124.023,Myrtle Grove,OR,MYRT,NF,541.439.6200,5,NH,VT,NW,,101,0,NR,Powers,ND,NS,,
42.89379,-122.46451,Natural Bridge,OR,NATU,NF,541.865.2700,19,NH,VT,NW,freecampsites.net/natural-bridge/,102,1,NR,Prospect,ND,NS,,L$
45.69849,-123.93604,Nehalem Bay State Park,OR,NEHA,SP,503.368.5154,,E,,DW,www.oregonstateparks.org/park_201.php,103,0,RS,Manzanita Jct,DP,SH,,
42.146,-124.155,Nook Bar,OR,NOOK,NF,541.247.3600,34,NH,VT,NW,forestcamping.com/dow/pacficnw/sis.htm,104,0,NR,Brookings,ND,NS,,
45.1452,-121.7681,North Arm,OR,NORA,NF,503.622.3191,12,NH,VT,NW,forestcamping.com/dow/pacficnw/mth.htm,105,0,NR,,ND,NS,,
43.67362,-121.82337,North Davis Creek,OR,NORD,NF,541.383.4000,14,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,106,0,NR,Crescent,ND,NS,,
42.378,-122.359,North Fork,OR,NORF,NF,541.865.2700,13,NH,VT,DW,forestcamping.com/dow/pacficnw/rog.htm,107,0,NR,Butte Falls,ND,NS,,L$
44.20856,-118.38198,North Fork Malheur,OR,NORM,NF,541.820.3800,5,NH,VT,NW,www.forestcamping.com/dow/pacficnw/malinfo.htm,108,1,NR,,ND,NS,,
44.1018,-123.93824,North Fork Siuslaw,OR,NORS,NF,541.563.3211,8,NH,VT,NW,www.traveloregon.com/Explore-Oregon/Oregon-Coast/Outdoor-Recreation/Fishing/Fishing/North-Fork-Campground.aspx,109,1,NR,Florence,ND,NS,,
43.73132,-121.76372,North Twin Lake,OR,NORT,NF,541.383.4000,20,NH,VT,NW,forestcamping.com/dow/pacficnw/desc.htm,110,0,NR,Crescent,ND,NS,,
43.75833,-122.00278,North Waldo,OR,NORW,NF,541.782.2283,56,NH,VT,NW,forestcamping.com/dow/pacficnw/wil.htm,111,0,NR,Oakridge,DP,NS,,
44.91425,-118.40112,North Fork John Day,OR,NORY,NF,541.427.3231,25,NH,VT,NW,forestcamping.com/dow/pacficnw/uma.htm,112,0,NR,Granite,ND,NS,,
45.3671,-121.5677,Nottingham,OR,NOTT,NF,541.352.6002,23,NH,VT,NW,forestcamping.com/dow/pacficnw/mth.htm,113,0,NR,Hood River,ND,NS,,
45.1135,-121.7699,Oak Fork,OR,OAKF,NF,503.622.3191,53,NH,VT,DW,forestcamping.com/dow/pacficnw/mth.htm,114,0,RS,Government Camp,ND,NS,,
42.518,-124.039,Oak Flat /Gravel Bar,OR,OAKG,NF,541.247.3600,31,NH,VT,NW,forestcamping.com/dow/pacficnw/sis.htm,115,0,NR,Agness,ND,NS,,
44.4993,-120.3867,Ochoco Divide,OR,OCHD,NF,541.416.6500,28,NH,VT,DW,forestcamping.com/dow/pacficnw/och.htm,116,0,NR,Prineville,ND,NS,,N$
44.30556,-120.7,Ochoco Lake,OR,OCHL,SP,541.447.1209,,NH,,,www.rvthereyet.cc/campgrounds.php/11001,117,0,NR,Prineville,ND,NS,,
44.39689,-120.42413,Ochoco Forest Camp,OR,OCHO,NF,541.416.6500,26,NH,VT,NW,forestcamping.com/dow/pacficnw/och.htm,118,0,RS,Prineville,ND,NS,,
43.55103,-121.96265,Odell Creek,OR,ODEL,CP,541.433.3200,22,NH,VT,NW,www.camprrm.com/Oregon%20Campgrounds.htm,119,0,,Crescent Lake,ND,NS,,
42.42888,-122.06006,Odessa,OR,ODES,NF,541.885.3400,6,NH,VT,NW,,120,0,NR,Klamath Falls,ND,NS,,L$
44.25664,-122.03721,Olallie,OR,OLAL,NF,541.822.3381,17,NH,VT,DW,forestcamping.com/dow/pacficnw/wil.htm,121,0,NR,,ND,NS,,
44.8602,-121.7729,Olallie Meadow,OR,OLAM,NF,503.630.6861,7,NH,VT,NW,,122,0,RS,,ND,NS,PA,L$
44.78447,-118.59598,Olive Lake,OR,OLIV,NF,541.427.3231,59,NH,VT,NW,forestcamping.com/dow/pacficnw/uma.htm,123,0,NR,Granite,ND,NS,,
45.15208,-116.87464,Ollokot,OR,OLLO,NF,541.426.4978,13,NH,VT,DW,forestcamping.com/dow/pacficnw/ww.htm,124,0,NR,Joseph,ND,NS,,N$
44.54658,-118.33994,Oregon,OR,OREG,NF,541.446.3351,12,NH,VT,DW,forestcamping.com/dow/pacficnw/ww.htm,125,0,NR,Unity,ND,NS,,
44.97438,-118.72676,Oriental,OR,ORIE,NF,541.427.3231,9,NH,VT,NW,www.fs.fed.us/r6/uma/recreation/campgrounds/nfjd-cg.shtml,126,1,NR,Dale,ND,NS,,
45.76978,-123.95996,Oswald West State Park,OR,OSWA,SP,503.368.5154,,NH,,,www.oregonstateparks.org/park_195.php,127,0,NR,Arch Cape,ND,NS,,
45.49707,-122.2898,Oxbow Regional Park,OR,OXBO,CP,503.797.1850,,NH,,DW,www.oregonmetro.gov/index.cfm/go/by.web/id=150,128,0,,Gresham,ND,SH,,
43.66991,-122.43125,Packard Creek,OR,PACC,NF,541.782.2283,52,NH,VT,DW,forestcamping.com/dow/pacficnw/wil.htm,129,0,NR,Oakridge,ND,NS,,
42.80054,-118.86646,Page Springs,OR,PAGE,BLM,541.573.4400,,NH,,,www.blm.gov/or/resources/recreation/site_info.php?siteid=24,130,0,NR,Frenchglen,ND,NS,,
44.18522,-122.09203,Paradise,OR,PARA,NF,801.226.3564,64,NH,VT,DW,forestcamping.com/dow/pacficnw/wil.htm,131,0,RS,McKenzie Bridge,ND,NS,PA,
44.17766,-118.76642,Parish Cabin,OR,PARI,NF,541.575.3000,21,NH,VT,NW,forestcamping.com/dow/pacficnw/mal.htm,132,0,NR,Seneca,ND,NS,,
42.60076,-122.32338,Parker Meadows,OR,PARK,NF,541.865.2700,10,NH,VT,DW,,133,0,NR,,ND,NS,,
43.7225,-123.211,Pass Creek County Park,OR,PASS,CP,541.957.7001,30,WES,,DW,www.co.douglas.or.us/parks/view_park.asp?index=36&features=&cnt,134,1,,Curtin,DP,SH,,
44.81278,-121.7916,Paul Dennis - Ollalie Lake,OR,PAUD,NF,503.630.6861,17,NH,VT,NW,forestcamping.com/dow/pacficnw/mth.htm,135,0,NR,Detroit,ND,NS,,
43.71186,-121.27382,Paulina Lake,OR,PAUL,NF,541.338.7869,69,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,136,0,RS,La Pine,ND,NS,,
44.685,-121.23611,Pelton Park,OR,PELT,UTIL,541.475.0517,,,,,www.peltonpark.com/,137,1,,Madras,,,,
43.94008,-119.53273,Pendleton Springs Camp,OR,PEND,NF,541.573.4300,10,NH,VT,NW,,138,0,NR,,ND,NS,,
44.8002,-121.7854,Peninsula - Ollalie Lake,OR,PENI,NF,503.630.6861,43,NH,VT,NW,forestcamping.com/dow/pacficnw/mth.htm,139,0,NR,Detroit,ND,NS,,
45.11643,-119.31707,Penland Lake,OR,PENL,NF,541.676.9187,17,NH,VT,NW,forestcamping.com/dow/pacficnw/uma.htm,140,0,NR,Heppner,ND,NS,,N$
44.58432,-121.45113,Perry South,OR,PERR,NF,541.338.7869,63,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,141,0,RS,Culver,ND,NS,PA,
43.79089,-120.94346,Pine Mountain,OR,PINE,NF,541.383.4000,6,NH,VT,NW,www.forestcamping.com/dow/pacficnw/descinfo.htm,142,1,NR,Bend,ND,NS,,
43.70035,-123.056266,Pine Meadows- Cottage Grove Lake,OR,PINM,COE,541.942.8657,,NH,,DW,corpslakes.usace.army.mil/visitors/projects.cfm?Id=G204020,143,0,RS,Cottage Grove,DP,SH,PA,
45.1132,-121.8005,Pine Point,OR,PINP,NF,503.622.3191,59,NH,VT,DW,forestcamping.com/dow/pacficnw/mth.htm,144,0,RS,Government Camp,ND,NS,,
44.4815,-121.63815,Pine Rest,OR,PINR,NF,541.549.7700,8,NH,VT,NW,www.tripleblaze.com/2/3085/Campgrounds/Pine-Rest.html,145,1,NR,Sisters,ND,NS,,
44.55043,-121.62206,Pioneer Ford,OR,PION,NF,541.549.7700,20,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,146,0,NR,Sisters,ND,NS,,
43.96651,-121.8083,Point,OR,POIN,NF,541.383.4000,9,NH,VT,NW,www.traveloregon.com/Explore-Oregon/Southern-Oregon/Outdoor-Recreation/Camp-Oregon/Camping/Aspen-Point-Campground.aspx,147,1,NR,Bend,ND,NS,,
43.31225,-122.1955,Poole Creek,OR,POOL,NF,541.498.2531,80,NH,VT,DW,forestcamping.com/dow/pacficnw/ump.htm,148,0,RS,Diamond Lake,ND,NS,,
42.89282,-124.07739,Powers County Park,OR,POWE,CP,541.439.2791,,E,,DW,www.scod.com/cities/parks/index.html,149,1,,Powers,DP,SH,,L$
43.72431,-121.42484,Prairie,OR,PRAI,NF,541.383.4000,16,NH,VT,DW,forestcamping.com/dow/pacficnw/desc.htm,150,0,NR,La Pine,ND,NS,,
43.58595,-122.00997,Princess Creek,OR,PRIC,NF,541.433.3200,58,NH,VT,NW,forestcamping.com/dow/pacficnw/desc.htm,151,0,NR,Crescent Lake,ND,NS,,
43.74666,-121.60584,Pringle Falls,OR,PRIN,NF,541.383.4000,7,NH,VT,DW,,152,0,NR,Bend,ND,NS,,L$
44.13,-120.72318,Main - Prineville Reservoir State Park,OR,MAIP,SP,541.447.4363,22,WES,FT,DW,www.oregonstateparks.org/park_33.php,153,1,RS,Prineville,,SH,,
43.97635,-122.51713,Puma,OR,PUMA,NF,541.782.2283,11,NH,VT,DW,forestcamping.com/dow/pacficnw/wil.htm,154,0,NR,Lowell,ND,NS,,
